Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
504,2,20,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
505,2,21,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
506,"2, 3, 8, 9, 19",15,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
507,"2, 3, 8, 9, 19",16,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
508,"2, 3, 8, 9, 19",17,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
509,"2, 3, 8, 9, 19",18,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
510,"2, 3, 8, 9, 19",19,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
511,"2, 3, 8, 9, 19",20,eksedryl expectorant syp,ethica,18,"Diphenhydramine HCl 13,5 mg, ammon Cl 131,5 mg, Na citrate 55 mg, alcohol 2,5%","Do not drive a motorized vehicle/do work that requires precision, urinary retention, narrow angle glaucoma, prostatic hypertrophy.","Sedation, seizures, hypotension, muscle weakness, tinnitus, headache, photosensitivity, GI disturbances, anorexia, increased appetite, blurred vision, difficulty urinating, dry mouth, chest tightness","Newborn, premature, acute asthma please do not tke this syrup"
512,"2, 5",11,valved DM syrup,Global Multi Pharmalab,8,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
513,"2, 5",12,valved DM syrup,Global Multi Pharmalab,8,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
514,"2, 5",13,valved DM syrup,Global Multi Pharmalab,8,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
515,"2, 5",14,valved DM syrup,Global Multi Pharmalab,8,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
516,"2, 5",15,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
517,"2, 5",16,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
518,"2, 5",17,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
519,"2, 5",18,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
520,"2, 5",19,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
521,"2, 5",20,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
522,"2, 5",21,valved DM syrup,Global Multi Pharmalab,11,"Triprolidine HCl 1.25 mg, pseudoephedrine HCl 30 mg, Dextromethorphan HBr 10 mg",Avoid use with alcohol or centrally acting sedatives,"CNS depression or excitation, drowsiness",Severe hypertension or severe coronary artery disease
523,"2, 5, 9 ",15,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
524,"2, 5, 9 ",16,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
525,"2, 5, 9 ",17,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
526,"2, 5, 9 ",18,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
527,"2, 5, 9 ",19,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
528,"2, 5, 9 ",20,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
529,"2, 5, 9 ",21,emkanadryl,PT. Mudita Karuna,11,"Difenhidramin HCl 12,5 mg, Gliseril guaiakolat 15 mg, Natrium sitrat 10 mg dan Efedrin HCl 5 ml setiap ","Store at 25-30 degrees Celsius, in a dry place and avoid light","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","Patients with hyperthyroidism, Patients with heart disease, Patients with hypertension, Patients who are hypersensitive"
530,"2, 24",15,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
531,"2, 24",16,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
532,"2, 24",17,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
533,"2, 24",18,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
534,"2, 24",19,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
535,"2, 24",20,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
536,"2, 24",21,nusadryl,candra nusantara jaya,11,"difenhidramin HCl 13,5 mg, amonium klorida 121,5 mg, Natrium Sitrat 55 mg","Store at 25-30 degrees Celsius, in a dry place and avoid light","drowsiness, vomiting, nausea","hypersensitivity, history of decreased renal and hepatic function"
537,"2, 3, 22",15,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
538,"2, 3, 22",16,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
539,"2, 3, 22",17,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
540,"2, 3, 22",18,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
541,"2, 3, 22",19,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
542,"2, 3, 22",20,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
543,"2, 3, 22",21,halmezin,coronet,8,"Dextromethorphan HBr 7.5 mg, promethazine HCl 5 mg, Bromhexine HCl 4 mg, ammon Cl 44 mg, Na citrate 197 mg",The use of this drug should be considered in pregnant and lactating women.,"Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)","hypersensitivity, Drug use in patients with gastric ulcers should be used with caution"
544,"2, 15",15,bufagan expectorant,bufa aneka,11,"promethazine 2.5mg, ephedrine 2.5mg, ammonium 100mg","Be careful when using this drug with monoamine oxidase (MAO) inhibitors, because MAO inhibitors can prolong side effects.","Drowsiness, Dizziness, Dry mouth, Epileptiform seizures (high doses)",Should not be given to patients who have a history of hypersensitivity to any of the ingredients of bufagan
